Year,ISO3,population
2080,TWN,13079137.0
2081,TWN,12893281.0
2082,TWN,12711115.0
2083,TWN,12534636.0
2084,TWN,12362080.0
2085,TWN,12192686.0
2086,TWN,12028778.0
2087,TWN,11869892.0
2088,TWN,11714092.0
2089,TWN,11560771.0
2090,TWN,11411482.0
2091,TWN,11264313.0
2092,TWN,11121886.0
2093,TWN,10982718.0
2094,TWN,10846293.0
2095,TWN,10712170.0
2096,TWN,10580683.0
2097,TWN,10451887.0
2098,TWN,10324687.0
2099,TWN,10199795.0
2100,TWN,10077143.0
2101,TWN,9956846.0
1950,TZA,7533316.0
1951,TZA,7716994.0
1952,TZA,7908956.0
1953,TZA,8109202.0
1954,TZA,8317025.0
1955,TZA,8532546.0
1956,TZA,8757178.0
1957,TZA,8992382.0
1958,TZA,9239197.0
1959,TZA,9495991.0
1960,TZA,9762538.0
1961,TZA,10040300.0
1962,TZA,10335472.0
1963,TZA,10640041.0
1964,TZA,10959015.0
1965,TZA,11296637.0
1966,TZA,11644819.0
1967,TZA,12010099.0
1968,TZA,12390119.0
1969,TZA,12814034.0
1970,TZA,13259366.0
1971,TZA,13725989.0
1972,TZA,14216912.0
1973,TZA,14741705.0
1974,TZA,15278496.0
1975,TZA,15844764.0
1976,TZA,16431956.999999998
1977,TZA,17040464.0
1978,TZA,17665395.0
1979,TZA,18287737.0
1980,TZA,18896339.0
1981,TZA,19483200.0
1982,TZA,20086207.0
1983,TZA,20710934.0
1984,TZA,21448814.0
1985,TZA,22109317.0
1986,TZA,22894068.0
1987,TZA,23623850.0
1988,TZA,24436907.0
1989,TZA,25102466.0
1990,TZA,25775052.0
1991,TZA,26445361.0
1992,TZA,27115511.0
1993,TZA,27799664.0
1994,TZA,28865719.0
1995,TZA,30018993.0
1996,TZA,30748001.0
1997,TZA,31143523.0
1998,TZA,32012655.0
1999,TZA,32828261.0
2000,TZA,33772400.0
2001,TZA,34747877.0
2002,TZA,35648721.0
2003,TZA,36593886.0
2004,TZA,37585224.0
2005,TZA,38634113.0
2006,TZA,39730039.0
2007,TZA,40859766.0
2008,TZA,42011259.0
2009,TZA,43130197.0
2010,TZA,44137766.0
2011,TZA,45379209.0
2012,TZA,46679525.0
2013,TZA,48068996.0
2014,TZA,49579261.0
2015,TZA,51123762.0
2016,TZA,52918162.0
2017,TZA,54729864.0
2018,TZA,56575916.0
2019,TZA,58298373.0
2020,TZA,60051409.0
2021,TZA,61894186.0
2022,TZA,63766638.0
2023,TZA,65657004.0
2024,TZA,67578209.0
2025,TZA,69542105.0
2026,TZA,71549625.0
2027,TZA,73577936.0
2028,TZA,75631680.0
2029,TZA,77709303.0
2030,TZA,79837087.0
2031,TZA,81989161.0
2032,TZA,84186715.0
2033,TZA,86399550.0
2034,TZA,88641436.0
2035,TZA,90935921.0
2036,TZA,93246937.0
2037,TZA,95594687.0
2038,TZA,97956866.0
2039,TZA,100356076.0
2040,TZA,102778984.0
2041,TZA,105219733.0
2042,TZA,107677227.0
2043,TZA,110175327.0
2044,TZA,112692261.0
2045,TZA,115240282.0
2046,TZA,117810664.0
2047,TZA,120408687.0
2048,TZA,123033368.0
2049,TZA,125669236.0
2050,TZA,128293576.0
2051,TZA,130948629.0
2052,TZA,133612265.00000001
2053,TZA,136282411.0
2054,TZA,138964673.0
2055,TZA,141677884.0
2056,TZA,144420958.0
2057,TZA,147186786.0
2058,TZA,149941804.0
2059,TZA,152701175.0
2060,TZA,155463307.0
2061,TZA,158237877.0
2062,TZA,161030189.0
2063,TZA,163837289.0
2064,TZA,166643134.0
2065,TZA,169451227.0
2066,TZA,172299486.0
2067,TZA,175095241.0
2068,TZA,177890738.0
2069,TZA,180685757.0
2070,TZA,183486223.0
2071,TZA,186285193.0
2072,TZA,189076716.0
2073,TZA,191854878.0
2074,TZA,194639796.0
2075,TZA,197428728.0
2076,TZA,200197152.0
2077,TZA,202968873.0
2078,TZA,205718857.0
2079,TZA,208457257.0
2080,TZA,211187261.0
2081,TZA,213887576.0
2082,TZA,216571364.0
2083,TZA,219235666.0
2084,TZA,221887387.0
2085,TZA,224537639.0
2086,TZA,227194778.0
2087,TZA,229827931.0
2088,TZA,232420337.0
2089,TZA,235001887.0
2090,TZA,237550330.0
2091,TZA,240068852.0
2092,TZA,242582257.0
2093,TZA,245067912.0
2094,TZA,247522747.0
2095,TZA,249935715.0
2096,TZA,252330183.0
2097,TZA,254711425.0
2098,TZA,257074109.0
2099,TZA,259393655.0
2100,TZA,261694295.0
2101,TZA,263975147.0
1950,UGA,5671964.0
1951,UGA,5829863.0
1952,UGA,5992466.0
1953,UGA,6161614.0
1954,UGA,6337256.0
1955,UGA,6519500.0
1956,UGA,6708039.0
1957,UGA,6902879.0
1958,UGA,7104888.0
1959,UGA,7314626.0
1960,UGA,7532226.0
1961,UGA,7749720.0
1962,UGA,7974713.0
1963,UGA,8209749.0
1964,UGA,8457576.0
1965,UGA,8715150.0
1966,UGA,8983257.0
1967,UGA,9262472.0
1968,UGA,9555375.0
1969,UGA,9861890.0
1970,UGA,10167825.0
1971,UGA,10475382.0
1972,UGA,10761030.0
1973,UGA,11010562.0
1974,UGA,11277909.0
1975,UGA,11571783.0
1976,UGA,11878697.0
1977,UGA,12195892.0
1978,UGA,12523446.0
1979,UGA,12860780.0
1980,UGA,13143545.0
1981,UGA,13407937.0
1982,UGA,13704967.0
1983,UGA,14042295.0
1984,UGA,14401468.0
1985,UGA,14813887.0
1986,UGA,15233474.0
1987,UGA,15701684.0
1988,UGA,16206656.0
1989,UGA,16734310.000000002
1990,UGA,17287086.0
1991,UGA,17852709.0
1992,UGA,18459094.0
1993,UGA,19110970.0
1994,UGA,19779351.0
1995,UGA,20438251.0
1996,UGA,20893084.0
1997,UGA,21570015.0
1998,UGA,22142076.0
1999,UGA,22889537.0
2000,UGA,23625024.0
2001,UGA,24375276.0
2002,UGA,25116075.0
2003,UGA,25949665.0
2004,UGA,26754583.0
2005,UGA,27554447.0
2006,UGA,28372131.0
2007,UGA,29215876.0
2008,UGA,30090985.0
2009,UGA,30988120.0
2010,UGA,31914182.0
2011,UGA,32867421.000000004
2012,UGA,33841666.0
2013,UGA,34833209.0
2014,UGA,35840875.0
2015,UGA,36950202.0
2016,UGA,38112689.0
2017,UGA,39485615.0
2018,UGA,40869161.0
2019,UGA,42262501.0
2020,UGA,43736774.0
2021,UGA,45177531.0
2022,UGA,46644329.0
2023,UGA,47981110.0
2024,UGA,49332093.0
2025,UGA,50698092.0
2026,UGA,52071696.0
2027,UGA,53451243.0
2028,UGA,54837302.0
2029,UGA,56227814.0
2030,UGA,57617766.0
2031,UGA,59008113.0
2032,UGA,60398956.0
2033,UGA,61779156.0
2034,UGA,63149059.0
2035,UGA,64518678.0
2036,UGA,65892470.0
2037,UGA,67254996.0
2038,UGA,68630267.0
2039,UGA,69994148.0
2040,UGA,71345601.0
2041,UGA,72695236.0
2042,UGA,74050070.0
2043,UGA,75409938.0
2044,UGA,76772042.0
2045,UGA,78127000.0
2046,UGA,79468984.0
2047,UGA,80809366.0
2048,UGA,82147638.0
2049,UGA,83476551.0
2050,UGA,84783555.0
2051,UGA,86078849.0
2052,UGA,87358835.0
2053,UGA,88630621.0
2054,UGA,89888331.0
2055,UGA,91123452.0
2056,UGA,92334841.0
2057,UGA,93526893.0
2058,UGA,94703280.0
2059,UGA,95860320.0
2060,UGA,96991943.0
2061,UGA,98092679.0
2062,UGA,99188601.0
2063,UGA,100258463.0
2064,UGA,101299083.0
2065,UGA,102321264.0
2066,UGA,103308809.0
2067,UGA,104279094.0
2068,UGA,105220805.0
2069,UGA,106138185.0
2070,UGA,107023896.0
2071,UGA,107899037.0
2072,UGA,108735506.0
2073,UGA,109554005.0
2074,UGA,110335820.0
2075,UGA,111099685.0
2076,UGA,111841749.0
2077,UGA,112560299.0
2078,UGA,113237611.0
2079,UGA,113897255.0
2080,UGA,114510704.0
2081,UGA,115113655.0
2082,UGA,115673468.0
2083,UGA,116212979.0
2084,UGA,116723156.0
2085,UGA,117193232.0
2086,UGA,117628134.0
2087,UGA,118034373.0
2088,UGA,118425009.0
2089,UGA,118783227.0
2090,UGA,119118230.0
2091,UGA,119417127.0
2092,UGA,119679838.0
2093,UGA,119924515.0
2094,UGA,120136472.0
2095,UGA,120310719.0
2096,UGA,120478791.0
2097,UGA,120596605.0
2098,UGA,120693313.0
2099,UGA,120764139.0
2100,UGA,120824718.0
2101,UGA,120845665.0
1950,UKR,37063068.0
1951,UKR,37558706.0
1952,UKR,38056789.0
1953,UKR,38556629.0
1954,UKR,39055545.0
1955,UKR,39584526.0
1956,UKR,40134896.0
1957,UKR,40703408.0
1958,UKR,41294137.0
1959,UKR,41960000.0
1960,UKR,42528539.0
1961,UKR,43119647.0
1962,UKR,43679886.0
1963,UKR,44207462.0
1964,UKR,44717283.0
1965,UKR,45185029.0
1966,UKR,45588755.0
1967,UKR,46016283.0
1968,UKR,46415692.0
1969,UKR,46812959.0
1970,UKR,47139553.0
1971,UKR,47383058.0
1972,UKR,47763517.0
1973,UKR,48130269.0
1974,UKR,48423973.0
1975,UKR,48729167.0
1976,UKR,49001291.0
1977,UKR,49240392.0
1978,UKR,49432570.0
1979,UKR,49609917.0
1980,UKR,49832845.0
1981,UKR,50077459.0
1982,UKR,50301104.0
1983,UKR,50504343.0
1984,UKR,50769716.0
1985,UKR,51005483.0
1986,UKR,51212058.0
1987,UKR,51425433.0
1988,UKR,51606032.0
1989,UKR,51843675.0
1990,UKR,51991960.0
1991,UKR,52116225.0
1992,UKR,52225696.0
1993,UKR,52421645.0
1994,UKR,52278606.0
1995,UKR,51873390.0
1996,UKR,51457688.0
1997,UKR,50994529.0
1998,UKR,50579240.0
1999,UKR,50180222.0
2000,UKR,49772671.0
2001,UKR,49340649.0
2002,UKR,48873062.0
2003,UKR,48481500.0
2004,UKR,48148772.0
2005,UKR,47810241.0
2006,UKR,47360871.0
2007,UKR,47196518.0
2008,UKR,46929078.0
2009,UKR,46709273.0
2010,UKR,46538189.0
2011,UKR,46373816.0
2012,UKR,46241891.0
2013,UKR,46178221.0
2014,UKR,46075318.0
2015,UKR,45869443.0
2016,UKR,45700349.0
2017,UKR,45533315.0
2018,UKR,45338768.0
2019,UKR,45079046.0
2020,UKR,44835870.0
2021,UKR,44524159.0
2022,UKR,44073121.0
2023,UKR,38024411.0
2024,UKR,37441260.0
2025,UKR,38279183.0
2026,UKR,39681570.0
2027,UKR,39390127.0
2028,UKR,39100290.0
2029,UKR,38803891.0
2030,UKR,38504928.0
2031,UKR,38202777.0
2032,UKR,37898477.0
2033,UKR,37594905.0
2034,UKR,37289273.0
2035,UKR,36982417.0
2036,UKR,36673878.0
2037,UKR,36365653.0
2038,UKR,36053700.0
2039,UKR,35741715.0
2040,UKR,35426806.0
2041,UKR,35115016.0
2042,UKR,34800143.0
2043,UKR,34483407.0
2044,UKR,34164855.0
2045,UKR,33843299.0
2046,UKR,33517591.0
2047,UKR,33185411.0
2048,UKR,32850248.0
2049,UKR,32511684.0
2050,UKR,32165338.0
2051,UKR,31814926.0
2052,UKR,31459149.0
2053,UKR,31099867.0
2054,UKR,30736400.0
2055,UKR,30370204.0
2056,UKR,29999448.0
2057,UKR,29627360.0
2058,UKR,29252712.0
2059,UKR,28875777.0
2060,UKR,28499440.0
2061,UKR,28123191.0
2062,UKR,27746482.0
2063,UKR,27371249.0
2064,UKR,26996506.0
2065,UKR,26622224.0
2066,UKR,26249480.0
2067,UKR,25878497.0
2068,UKR,25509118.0
2069,UKR,25141939.0
2070,UKR,24776112.0
2071,UKR,24412202.0
2072,UKR,24050804.0
2073,UKR,23692691.0
2074,UKR,23334981.0
2075,UKR,22979386.0
2076,UKR,22626708.0
2077,UKR,22276576.0
2078,UKR,21929710.0
2079,UKR,21585613.0
2080,UKR,21244773.0
2081,UKR,20907008.0
2082,UKR,20573033.0
2083,UKR,20242240.0
2084,UKR,19915999.0
2085,UKR,19593339.0
2086,UKR,19276901.0
2087,UKR,18964277.0
2088,UKR,18656271.0
2089,UKR,18353653.0
2090,UKR,18055826.0
2091,UKR,17761929.0
2092,UKR,17473524.0
2093,UKR,17189475.0
2094,UKR,16909694.0
2095,UKR,16634758.000000002
2096,UKR,16364819.0
2097,UKR,16098464.0
2098,UKR,15835739.0
2099,UKR,15577251.0
2100,UKR,15322504.0
2101,UKR,15072302.0
1950,URY,2224133.0
1951,URY,2244690.0
1952,URY,2268146.0
1953,URY,2294071.0
1954,URY,2322028.0
1955,URY,2351710.0
1956,URY,2382357.0
1957,URY,2414379.0
1958,URY,2447162.0
1959,URY,2480577.0
1960,URY,2513713.0
1961,URY,2546202.0
1962,URY,2577887.0
1963,URY,2608708.0
1964,URY,2638824.0
1965,URY,2667537.0
1966,URY,2694802.0
1967,URY,2720489.0
1968,URY,2744065.0
1969,URY,2765147.0
1970,URY,2782800.0
1971,URY,2798813.0
1972,URY,2814111.0
1973,URY,2829178.0
1974,URY,2845089.0
1975,URY,2862799.0
1976,URY,2881841.0
1977,URY,2900944.0
1978,URY,2917979.0
1979,URY,2933451.0
1980,URY,2946355.0
1981,URY,2957551.0
1982,URY,2968941.0
1983,URY,2982043.0
1984,URY,2995514.0
1985,URY,3009462.0
1986,URY,3024612.0
1987,URY,3041077.0
1988,URY,3058716.0
1989,URY,3077207.0
1990,URY,3095302.0
1991,URY,3113504.0
1992,URY,3131203.0
1993,URY,3148200.0
1994,URY,3164491.0
1995,URY,3181176.0
1996,URY,3197704.0
1997,URY,3214944.0
1998,URY,3231746.0
1999,URY,3246813.0
2000,URY,3261218.0
2001,URY,3271195.0
2002,URY,3277308.0
2003,URY,3280425.0
2004,URY,3281947.0
2005,URY,3284348.0
2006,URY,3287194.0
2007,URY,3291819.0
2008,URY,3298486.0
2009,URY,3305869.0
2010,URY,3314313.0
2011,URY,3322847.0
2012,URY,3330802.0
2013,URY,3340000.0
2014,URY,3350674.0
2015,URY,3361995.0
2016,URY,3374039.0
2017,URY,3384527.0
2018,URY,3392348.0
2019,URY,3396720.0
2020,URY,3397691.0
2021,URY,3400245.0
2022,URY,3393144.0
2023,URY,3388682.0
2024,URY,3387479.0
2025,URY,3385696.0
2026,URY,3383680.0
2027,URY,3381394.0
2028,URY,3379087.0
2029,URY,3376694.0
2030,URY,3374161.0
2031,URY,3371614.0
2032,URY,3368944.0
2033,URY,3366136.0
2034,URY,3363161.0
2035,URY,3360010.0
2036,URY,3356554.0
2037,URY,3352793.0
2038,URY,3348671.0
2039,URY,3344175.0
2040,URY,3339156.0
2041,URY,3333761.0
2042,URY,3327831.0
2043,URY,3321439.0
2044,URY,3314428.0
2045,URY,3306787.0
2046,URY,3298564.0
2047,URY,3289835.0
2048,URY,3280473.0
2049,URY,3270536.0
2050,URY,3259966.0
2051,URY,3248743.0
2052,URY,3236825.0
2053,URY,3224244.0
2054,URY,3210955.0
2055,URY,3196913.0
2056,URY,3182211.0
2057,URY,3166888.0
2058,URY,3151079.0
2059,URY,3134777.0
2060,URY,3117970.0
2061,URY,3100822.0
2062,URY,3083454.0
2063,URY,3065871.0
2064,URY,3048145.0
2065,URY,3030239.0
2066,URY,3012102.0
2067,URY,2993775.0
2068,URY,2975228.0
2069,URY,2956394.0
2070,URY,2937251.0
2071,URY,2917865.0
2072,URY,2898306.0
2073,URY,2878479.0
2074,URY,2858461.0
2075,URY,2838055.0
2076,URY,2817419.0
2077,URY,2796445.0
2078,URY,2775162.0
2079,URY,2753556.0
2080,URY,2731602.0
2081,URY,2709307.0
2082,URY,2686728.0
2083,URY,2663851.0
2084,URY,2640696.0
2085,URY,2617318.0
2086,URY,2593657.0
2087,URY,2569776.0
2088,URY,2545722.0
2089,URY,2521516.0
2090,URY,2497171.0
2091,URY,2472777.0
2092,URY,2448290.0
2093,URY,2423907.0
2094,URY,2399592.0
2095,URY,2375460.0
2096,URY,2351418.0
2097,URY,2327600.0
2098,URY,2303958.0
2099,URY,2280499.0
2100,URY,2257335.0
2101,URY,2234438.0
1950,USA,153067374.0
1951,USA,155337987.0
1952,USA,157624659.0
1953,USA,159963785.0
1954,USA,162372846.0
1955,USA,164899771.0
1956,USA,167500278.0
1957,USA,170149642.0
1958,USA,172848811.0
1959,USA,175581808.0
1960,USA,178709721.0
1961,USA,181839389.0
1962,USA,185139581.0
1963,USA,188308964.0
1964,USA,191341489.0
1965,USA,194297415.0
1966,USA,197010133.0
1967,USA,199520679.0
1968,USA,201879144.0
1969,USA,204142895.0
1970,USA,206457170.0
1971,USA,209135508.0
1972,USA,211717355.0
1973,USA,213967790.0
1974,USA,216045312.0
1975,USA,218107641.0
1976,USA,220150961.0
1977,USA,222186554.0
1978,USA,224332284.0
1979,USA,226459908.0
1980,USA,228690259.0
1981,USA,231027051.0
1982,USA,233376184.0
1983,USA,235790119.0
1984,USA,238182611.0
1985,USA,240525324.0
1986,USA,242855563.0
1987,USA,245052052.0
1988,USA,247270530.0
1989,USA,249515940.0
1990,USA,251834166.0
1991,USA,254912608.0
1992,USA,258030237.0
1993,USA,261181802.0
1994,USA,264084659.99999997
1995,USA,266864960.00000003
1996,USA,269546629.0
1997,USA,272174763.0
1998,USA,274761262.0
1999,USA,277477403.0
2000,USA,280093565.0
2001,USA,282874696.0
2002,USA,285684581.0
2003,USA,288484095.0
2004,USA,291332104.0
2005,USA,294240403.0
2006,USA,297192924.0
2007,USA,300267495.0
2008,USA,303420956.0
2009,USA,306519709.0
2010,USA,309527200.0
2011,USA,312598380.0
2012,USA,315611776.0
2013,USA,318618933.0
2014,USA,321602585.0
2015,USA,324628169.0
2016,USA,327624824.0
2017,USA,330734029.0
2018,USA,333675290.0
2019,USA,336437705.0
2020,USA,339142428.0
2021,USA,339729889.0
2022,USA,340592993.0
2023,USA,342475098.0
2024,USA,344479572.0
2025,USA,346373570.0
2026,USA,348178045.0
2027,USA,349892943.0
2028,USA,351563767.0
2029,USA,353244404.0
2030,USA,354856131.0
2031,USA,356443631.0
2032,USA,358001800.0
2033,USA,359538148.0
2034,USA,361049869.0
2035,USA,362553753.0
2036,USA,364015679.0
2037,USA,365447640.0
2038,USA,366857100.0
2039,USA,368245811.0
2040,USA,369567825.0
2041,USA,370850807.0
2042,USA,372088149.0
2043,USA,373321395.0
2044,USA,374479960.0
2045,USA,375578531.0
2046,USA,376634414.0
2047,USA,377629041.0
2048,USA,378606493.0
2049,USA,379520996.0
2050,USA,380412816.0
2051,USA,381281003.0
2052,USA,382135790.0
2053,USA,382951717.0
2054,USA,383766947.0
2055,USA,384524893.0
2056,USA,385263702.0
2057,USA,386020980.0
2058,USA,386829472.0
2059,USA,387677939.0
2060,USA,388508176.0
2061,USA,389328613.0
2062,USA,390201974.0
2063,USA,391093069.0
2064,USA,391998168.0
2065,USA,392890288.0
2066,USA,393814930.0
2067,USA,394773769.0
2068,USA,395760683.0
2069,USA,396735888.0
2070,USA,397738922.0
2071,USA,398697254.0
2072,USA,399688585.0
2073,USA,400615022.0
2074,USA,401546043.0
2075,USA,402440653.0
2076,USA,403379673.0
2077,USA,404262179.0
2078,USA,405104745.0
2079,USA,405932659.0
2080,USA,406707200.0
2081,USA,407452432.0
2082,USA,408280137.0
2083,USA,409031584.0
2084,USA,409771734.0
2085,USA,410497599.0
2086,USA,411162370.0
2087,USA,411877803.0
2088,USA,412595750.0
2089,USA,413361810.0
2090,USA,414099672.0
2091,USA,414815608.0
2092,USA,415557170.0
2093,USA,416300830.0
2094,USA,417023423.0
2095,USA,417759808.0
2096,USA,418471247.0
2097,USA,419128948.0
2098,USA,419793086.0
2099,USA,420398554.0
2100,USA,421007222.0
2101,USA,421550557.0
1950,UZB,6168000.0
1951,UZB,6311809.0
1952,UZB,6458205.0
1953,UZB,6614843.0
1954,UZB,6781390.0
1955,UZB,6958226.0
1956,UZB,7149843.0
1957,UZB,7354235.0
1958,UZB,7571887.0
1959,UZB,7806437.0
1960,UZB,8064506.0
1961,UZB,8353712.0
1962,UZB,8681710.0
1963,UZB,9027026.0
1964,UZB,9377467.0
1965,UZB,9737755.0
1966,UZB,10105607.0
1967,UZB,10472981.0
1968,UZB,10845379.0
1969,UZB,11218931.0
1970,UZB,11587369.0
1971,UZB,11937906.0
1972,UZB,12285115.0
1973,UZB,12645098.0
1974,UZB,13016996.0
1975,UZB,13401025.0
1976,UZB,13796017.0
1977,UZB,14201223.0
1978,UZB,14616420.0
1979,UZB,15016277.0
1980,UZB,15414897.0
1981,UZB,15824976.0
1982,UZB,16245089.0
1983,UZB,16680383.000000002
1984,UZB,17136418.0
1985,UZB,17621274.0
1986,UZB,18129403.0
1987,UZB,18661839.0
1988,UZB,19198301.0
1989,UZB,19722960.0
1990,UZB,20231406.0
1991,UZB,20698506.0
1992,UZB,21227314.0
1993,UZB,21742867.0
1994,UZB,22233043.0
1995,UZB,22693539.0
1996,UZB,23141638.0
1997,UZB,23562324.0
1998,UZB,23955596.0
1999,UZB,24314262.0
2000,UZB,24637755.0
2001,UZB,24936354.0
2002,UZB,25244211.0
2003,UZB,25555748.0
2004,UZB,25866770.0
2005,UZB,26191930.0
2006,UZB,26522019.0
2007,UZB,26876068.0
2008,UZB,27275948.0
2009,UZB,27713601.0
2010,UZB,28165056.0
2011,UZB,28605957.0
2012,UZB,29040434.0
2013,UZB,29483372.0
2014,UZB,29964758.0
2015,UZB,30481229.0
2016,UZB,31017464.0
2017,UZB,31551672.0
2018,UZB,32086683.0
2019,UZB,32660298.0
2020,UZB,33269104.0
2021,UZB,33903640.0
2022,UZB,34583751.0
2023,UZB,35294160.0
2024,UZB,36010454.0
2025,UZB,36713264.0
2026,UZB,37393592.0
2027,UZB,38054853.0
2028,UZB,38697354.0
2029,UZB,39324625.0
2030,UZB,39944077.0
2031,UZB,40552406.0
2032,UZB,41148213.0
2033,UZB,41736269.0
2034,UZB,42316457.0
2035,UZB,42890040.0
2036,UZB,43460164.0
2037,UZB,44028608.0
2038,UZB,44598665.0
2039,UZB,45173069.0
2040,UZB,45750926.0
2041,UZB,46337378.0
2042,UZB,46936108.0
2043,UZB,47543964.0
2044,UZB,48159374.0
2045,UZB,48781876.0
2046,UZB,49410251.0
2047,UZB,50038534.0
2048,UZB,50664886.0
2049,UZB,51286979.0
2050,UZB,51905242.0
2051,UZB,52516267.0
2052,UZB,53123502.0
2053,UZB,53722995.0
2054,UZB,54315271.0
2055,UZB,54898529.0
2056,UZB,55471621.0
2057,UZB,56033538.0
2058,UZB,56589710.0
2059,UZB,57136410.0
2060,UZB,57674446.0
2061,UZB,58201651.0
2062,UZB,58717836.0
2063,UZB,59227044.0
2064,UZB,59727809.0
2065,UZB,60220778.0
2066,UZB,60704311.0
2067,UZB,61182799.0
2068,UZB,61654420.0
2069,UZB,62122636.0
2070,UZB,62586800.0
2071,UZB,63047227.0
2072,UZB,63506828.0
2073,UZB,63959887.0
2074,UZB,64412842.0
2075,UZB,64861598.0
2076,UZB,65308698.0
2077,UZB,65753287.0
2078,UZB,66203580.0
2079,UZB,66642778.99999999
2080,UZB,67074964.00000001
2081,UZB,67502713.0
2082,UZB,67928495.0
2083,UZB,68342738.0
2084,UZB,68759116.0
2085,UZB,69170650.0
2086,UZB,69571406.0
2087,UZB,69963188.0
2088,UZB,70350621.0
2089,UZB,70728818.0
2090,UZB,71101294.0
2091,UZB,71460766.0
2092,UZB,71809126.0
2093,UZB,72148766.0
2094,UZB,72480150.0
2095,UZB,72802061.0
2096,UZB,73109092.0
2097,UZB,73404476.0
2098,UZB,73693125.0
2099,UZB,73965774.0
2100,UZB,74225949.0
2101,UZB,74474062.0
1950,VAT,877.0
1951,VAT,883.0
1952,VAT,889.0
1953,VAT,895.0
1954,VAT,901.0
1955,VAT,908.0
1956,VAT,914.0
1957,VAT,918.0
1958,VAT,919.0
1959,VAT,920.0
1960,VAT,920.0
1961,VAT,916.0
1962,VAT,917.0
1963,VAT,917.0
1964,VAT,919.0
1965,VAT,924.0
1966,VAT,850.0
1967,VAT,831.0
1968,VAT,780.0
1969,VAT,758.0
1970,VAT,748.0
1971,VAT,741.0
1972,VAT,737.0
1973,VAT,736.0
1974,VAT,733.0
1975,VAT,733.0
1976,VAT,733.0
1977,VAT,736.0
1978,VAT,739.0
1979,VAT,740.0
1980,VAT,743.0
1981,VAT,743.0
1982,VAT,741.0
1983,VAT,739.0
1984,VAT,735.0
1985,VAT,734.0
1986,VAT,729.0
1987,VAT,731.0
1988,VAT,729.0
1989,VAT,727.0
1990,VAT,726.0
1991,VAT,725.0
1992,VAT,725.0
1993,VAT,723.0
1994,VAT,714.0
1995,VAT,707.0
1996,VAT,702.0
1997,VAT,699.0
1998,VAT,697.0
1999,VAT,697.0
2000,VAT,695.0
2001,VAT,687.0
2002,VAT,676.0
2003,VAT,667.0
2004,VAT,661.0
2005,VAT,660.0
2006,VAT,658.0
2007,VAT,653.0
2008,VAT,642.0
2009,VAT,633.0
2010,VAT,624.0
2011,VAT,617.0
2012,VAT,611.0
2013,VAT,592.0
2014,VAT,587.0
2015,VAT,577.0
2016,VAT,567.0
2017,VAT,559.0
2018,VAT,551.0
2019,VAT,539.0
2020,VAT,532.0
2021,VAT,524.0
2022,VAT,513.0
2023,VAT,500.0
2024,VAT,491.0
2025,VAT,500.0
2026,VAT,503.0
2027,VAT,510.0
2028,VAT,530.0
2029,VAT,531.0
2030,VAT,528.0
2031,VAT,527.0
2032,VAT,520.0
2033,VAT,525.0
2034,VAT,533.0
2035,VAT,533.0
2036,VAT,540.0
2037,VAT,537.0
2038,VAT,540.0
2039,VAT,557.0
2040,VAT,577.0
2041,VAT,596.0
2042,VAT,612.0
2043,VAT,621.0
2044,VAT,633.0
2045,VAT,643.0
2046,VAT,655.0
2047,VAT,667.0
2048,VAT,677.0
2049,VAT,692.0
2050,VAT,707.0
2051,VAT,720.0
2052,VAT,732.0
2053,VAT,745.0
2054,VAT,765.0
2055,VAT,777.0
2056,VAT,792.0
2057,VAT,805.0
2058,VAT,815.0
2059,VAT,825.0
2060,VAT,839.0
2061,VAT,860.0
2062,VAT,875.0
2063,VAT,890.0
2064,VAT,905.0
2065,VAT,917.0
2066,VAT,932.0
2067,VAT,946.0
2068,VAT,958.0
2069,VAT,968.0
2070,VAT,986.0
2071,VAT,1006.0
2072,VAT,1031.0
2073,VAT,1048.0
2074,VAT,1062.0
2075,VAT,1079.0
2076,VAT,1092.0
2077,VAT,1105.0
2078,VAT,1115.0
2079,VAT,1126.0
2080,VAT,1135.0
2081,VAT,1148.0
2082,VAT,1164.0
2083,VAT,1177.0
2084,VAT,1195.0
2085,VAT,1212.0
2086,VAT,1223.0
2087,VAT,1235.0
2088,VAT,1250.0
2089,VAT,1260.0
2090,VAT,1272.0
2091,VAT,1285.0
2092,VAT,1294.0
2093,VAT,1305.0
2094,VAT,1313.0
2095,VAT,1322.0
2096,VAT,1331.0
2097,VAT,1338.0
2098,VAT,1346.0
2099,VAT,1351.0
2100,VAT,1359.0
2101,VAT,1363.0
1950,VCT,60861.0
1951,VCT,62466.0
1952,VCT,64230.99999999999
1953,VCT,66135.0
1954,VCT,68188.0
1955,VCT,70416.0
1956,VCT,72807.0
1957,VCT,75301.0
1958,VCT,77933.0
1959,VCT,80693.0
1960,VCT,83607.0
1961,VCT,85168.0
1962,VCT,86571.0
1963,VCT,87901.0
1964,VCT,89146.0
1965,VCT,90353.0
1966,VCT,91500.0
1967,VCT,92603.0
1968,VCT,93645.0
1969,VCT,94600.0
1970,VCT,95517.0
1971,VCT,96411.0
1972,VCT,97333.0
1973,VCT,98247.0
1974,VCT,99134.0
1975,VCT,99979.0
1976,VCT,100795.0
1977,VCT,101598.0
1978,VCT,102400.0
1979,VCT,103149.0
1980,VCT,103808.0
1981,VCT,104619.0
1982,VCT,105528.0
1983,VCT,106409.0
1984,VCT,107267.0
